,bboxData_x,bboxData_y,imgPath,categories,distance,areaSize,areaSizeDiff,imgRatioDiff,numberOfPerson,numberOfTree,numberOfHouse
823,151.1085,206.712,/workspace/namu2/data/segmentation_data/6/6-1-2/13253.jpg,person,65.18350746,3906,66023.22656,0.0969896,1,1,1
824,91.1265,202.275,/workspace/namu2/data/segmentation_data/6/6-1-2/13253.jpg,tree,568.6698792,768,98113.24219,0.0969896,1,1,1
825,282.992,178.263,/workspace/namu2/data/segmentation_data/6/6-1-2/13253.jpg,house,69.65191663,1000,203552.4844,0.0969896,1,1,1
826,476.19,174.116,/workspace/namu2/data/segmentation_data/6/6-1-2/13393.jpg,person,376.7519547,46488,23441.22656,0.039417509,1,1,1
827,331.89,157.8615,/workspace/namu2/data/segmentation_data/6/6-1-2/13393.jpg,house,55.56268638,37653,166899.4844,0.039417509,1,1,1
828,140.79,190.095,/workspace/namu2/data/segmentation_data/6/6-1-2/13393.jpg,tree,518.2230402,34827,64054.24219,0.039417509,1,1,1
829,54.1695,63.546,/workspace/namu2/data/segmentation_data/6/6-1-2/13429.jpg,person,199.9520923,38232,31697.22656,0.137854468,1,1,1
830,145.7995,71.022,/workspace/namu2/data/segmentation_data/6/6-1-2/13429.jpg,house,243.1812779,984,203568.4844,0.137854468,1,1,1
831,233.1175,66.216,/workspace/namu2/data/segmentation_data/6/6-1-2/13429.jpg,tree,433.8063378,36273,62608.24219,0.137854468,1,1,1
832,566.942,393.3435,/workspace/namu2/data/segmentation_data/6/6-1-2/13462.jpg,person,478.6309449,14640,55289.22656,0.039389436,1,1,1
833,156.256,467.9365,/workspace/namu2/data/segmentation_data/6/6-1-2/13462.jpg,house,317.2358255,27178,177374.4844,0.039389436,1,1,1
834,892.304,334.1305,/workspace/namu2/data/segmentation_data/6/6-1-2/13462.jpg,tree,295.2704936,308009,209127.7578,0.039389436,1,1,1
835,668.25,233.52,/workspace/namu2/data/segmentation_data/6/6-1-2/13518.jpg,person,560.2586103,116325,46395.77344,0.09702381,1,1,1
836,355.41,230.832,/workspace/namu2/data/segmentation_data/6/6-1-2/13518.jpg,house,21.98932293,91164,113388.4844,0.09702381,1,1,1
837,108.405,239.904,/workspace/namu2/data/segmentation_data/6/6-1-2/13518.jpg,tree,555.9652886,128772,29890.75781,0.09702381,1,1,1
838,662.335,319.308,/workspace/namu2/data/segmentation_data/6/6-1-2/13529.jpg,person,557.4999238,9408,60521.22656,0.092222467,1,1,1
839,456.9635,259.9245,/workspace/namu2/data/segmentation_data/6/6-1-2/13529.jpg,tree,226.7332947,11040,87841.24219,0.092222467,1,1,1
840,186.788,223.905,/workspace/namu2/data/segmentation_data/6/6-1-2/13529.jpg,house,157.5155489,126450,78102.48438,0.092222467,1,1,1
841,328.3,176.916,/workspace/namu2/data/segmentation_data/6/6-1-2/13636.jpg,person,233.6458627,54752,15177.22656,0.16242236,2,1,1
842,406.355,193.752,/workspace/namu2/data/segmentation_data/6/6-1-2/13636.jpg,person,304.3448465,7542,62387.22656,0.16242236,2,1,1
843,188.94,197.616,/workspace/namu2/data/segmentation_data/6/6-1-2/13636.jpg,house,155.5993684,8064,196488.4844,0.16242236,2,1,1
844,51.925,162.564,/workspace/namu2/data/segmentation_data/6/6-1-2/13636.jpg,tree,605.9291099,13832,85049.24219,0.16242236,2,1,1
845,286.145,164.112,/workspace/namu2/data/segmentation_data/6/6-1-2/13725.jpg,person,200.0503316,24453,45476.22656,0.059170741,1,1,1
846,350.6975,130.185,/workspace/namu2/data/segmentation_data/6/6-1-2/13725.jpg,tree,308.082825,21483,77398.24219,0.059170741,1,1,1
847,444.695,144.65,/workspace/namu2/data/segmentation_data/6/6-1-2/13725.jpg,house,121.3234097,4300,200252.4844,0.059170741,1,1,1
848,342.402,101.854,/workspace/namu2/data/segmentation_data/6/6-1-2/13900.jpg,house,110.2747312,8073,196479.4844,0.13168354,1,1,1
849,486.41,148.082,/workspace/namu2/data/segmentation_data/6/6-1-2/13900.jpg,person,393.0701161,29854,40075.22656,0.13168354,1,1,1
850,181.925,115.824,/workspace/namu2/data/segmentation_data/6/6-1-2/13900.jpg,tree,477.4637304,13065,85816.24219,0.13168354,1,1,1
851,301.6225,120.176,/workspace/namu2/data/segmentation_data/6/6-1-2/14136.jpg,person,236.1450695,682,69247.22656,0.081338481,1,1,1
852,106.8325,135.457,/workspace/namu2/data/segmentation_data/6/6-1-2/14136.jpg,house,249.1185538,135274,69278.48438,0.081338481,1,1,1
853,485.465,171.458,/workspace/namu2/data/segmentation_data/6/6-1-2/14136.jpg,tree,173.1506221,76130,22751.24219,0.081338481,1,1,1
854,198.75,235.2,/workspace/namu2/data/segmentation_data/6/6-1-2/14155.jpg,person,92.67029591,23023,46906.22656,0.052380952,2,2,2
855,375,234.675,/workspace/namu2/data/segmentation_data/6/6-1-2/14155.jpg,person,267.4087534,89712,19782.77344,0.052380952,2,2,2
856,514.5,207.375,/workspace/namu2/data/segmentation_data/6/6-1-2/14155.jpg,tree,152.6763209,15808,83073.24219,0.052380952,2,2,2
857,433.875,188.7375,/workspace/namu2/data/segmentation_data/6/6-1-2/14155.jpg,tree,226.4996892,33488,65393.24219,0.052380952,2,2,2
858,299.25,189,/workspace/namu2/data/segmentation_data/6/6-1-2/14155.jpg,house,50.24660492,16065,188487.4844,0.052380952,2,2,2
859,75,181.65,/workspace/namu2/data/segmentation_data/6/6-1-2/14155.jpg,house,270.5829565,15190,189362.4844,0.052380952,2,2,2
860,193.414,147.957,/workspace/namu2/data/segmentation_data/6/6-1-2/14370.jpg,person,137.4469959,2200,67729.22656,0.171907958,1,1,1
861,280.26,118.6785,/workspace/namu2/data/segmentation_data/6/6-1-2/14370.jpg,tree,379.2579859,49140,49741.24219,0.171907958,1,1,1
862,394.786,118.455,/workspace/namu2/data/segmentation_data/6/6-1-2/14370.jpg,house,106.612436,71374,133178.4844,0.171907958,1,1,1
863,342.076,133.1475,/workspace/namu2/data/segmentation_data/6/6-1-2/14409.jpg,person,263.9610031,15024,54905.22656,0.108797976,1,1,1
864,214.4405,122.3225,/workspace/namu2/data/segmentation_data/6/6-1-2/14409.jpg,tree,444.5435337,12506,86375.24219,0.108797976,1,1,1
865,99.3435,87.6825,/workspace/namu2/data/segmentation_data/6/6-1-2/14409.jpg,house,274.3606264,2970,201582.4844,0.108797976,1,1,1
866,247.374,298.616,/workspace/namu2/data/segmentation_data/6/6-1-2/14569.jpg,person,145.3233482,14384,55545.22656,0.11460707,1,1,1
867,532.656,268.95,/workspace/namu2/data/segmentation_data/6/6-1-2/14569.jpg,tree,169.4521665,19890,78991.24219,0.11460707,1,1,1
868,800.928,284.272,/workspace/namu2/data/segmentation_data/6/6-1-2/14569.jpg,house,462.72603,83104,121448.4844,0.11460707,1,1,1
869,432.768,239.449,/workspace/namu2/data/segmentation_data/6/6-1-2/14609.jpg,person,324.7473814,35728,34201.22656,0.012597951,1,1,1
870,254.208,191.6145,/workspace/namu2/data/segmentation_data/6/6-1-2/14609.jpg,house,91.96888629,36990,167562.4844,0.012597951,1,1,1
871,48.384,223.965,/workspace/namu2/data/segmentation_data/6/6-1-2/14609.jpg,tree,613.3423239,3978,94903.24219,0.012597951,1,1,1
872,274.788,123.8875,/workspace/namu2/data/segmentation_data/6/6-1-2/14612.jpg,person,212.4203579,14800,55129.22656,0.063809524,1,1,1
873,184.212,97.5375,/workspace/namu2/data/segmentation_data/6/6-1-2/14612.jpg,house,196.512229,3723,200829.4844,0.063809524,1,1,1
874,47.736,109.8625,/workspace/namu2/data/segmentation_data/6/6-1-2/14612.jpg,tree,611.712859,6888,91993.24219,0.063809524,1,1,1
875,434.688,128.11,/workspace/namu2/data/segmentation_data/6/6-1-2/14686.jpg,person,350.4140487,3560,66369.22656,0.002624605,1,1,1
876,278.016,123.9325,/workspace/namu2/data/segmentation_data/6/6-1-2/14686.jpg,house,110.0571009,10556,193996.4844,0.002624605,1,1,1
877,93.696,143.706,/workspace/namu2/data/segmentation_data/6/6-1-2/14686.jpg,tree,564.2143163,49686,49195.24219,0.002624605,1,1,1
878,410.109,368.009,/workspace/namu2/data/segmentation_data/6/6-1-2/14724.jpg,person,321.7930026,30458,39471.22656,0.066164091,2,1,1
879,138.5235,184.194,/workspace/namu2/data/segmentation_data/6/6-1-2/14724.jpg,person,77.84457838,5400,64529.22656,0.066164091,2,1,1
880,258.6765,259.236,/workspace/namu2/data/segmentation_data/6/6-1-2/14724.jpg,house,97.34769666,124320,80232.48438,0.066164091,2,1,1
881,778.512,290.693,/workspace/namu2/data/segmentation_data/6/6-1-2/14724.jpg,tree,181.8343831,85280,13601.24219,0.066164091,2,1,1
882,340.9335,154.5585,/workspace/namu2/data/segmentation_data/6/6-1-2/14800.jpg,person,253.6550099,35700,34229.22656,0.054947248,1,1,1
883,446.3325,125.5005,/workspace/namu2/data/segmentation_data/6/6-1-2/14800.jpg,tree,213.4775098,186372,87490.75781,0.054947248,1,1,1
884,135.8715,98.697,/workspace/namu2/data/segmentation_data/6/6-1-2/14800.jpg,house,236.9063339,29458,175094.4844,0.054947248,1,1,1
885,271.8,137.16,/workspace/namu2/data/segmentation_data/6/6-1-2/14956.jpg,person,202.0067082,3848,66081.22656,0.29047619,1,1,1
886,61.2,139.104,/workspace/namu2/data/segmentation_data/6/6-1-2/14956.jpg,tree,596.8070337,1760,97121.24219,0.29047619,1,1,1
887,457.2,109.728,/workspace/namu2/data/segmentation_data/6/6-1-2/14956.jpg,house,152.7397582,81890,122662.4844,0.29047619,1,1,1
888,496.364,150.675,/workspace/namu2/data/segmentation_data/6/6-1-2/15008.jpg,person,401.9637857,67260,2669.226563,0.020789779,1,1,1
889,364.493,113.652,/workspace/namu2/data/segmentation_data/6/6-1-2/15008.jpg,tree,296.1689798,40239,58642.24219,0.020789779,1,1,1
890,196.056,117.957,/workspace/namu2/data/segmentation_data/6/6-1-2/15008.jpg,house,175.251553,9009,195543.4844,0.020789779,1,1,1
891,398.2875,183.465,/workspace/namu2/data/segmentation_data/6/6-1-2/15362.jpg,person,298.7815048,18356,51573.22656,0.148500882,1,1,1
892,504.621,173.016,/workspace/namu2/data/segmentation_data/6/6-1-2/15362.jpg,tree,154.27283,17034,81847.24219,0.148500882,1,1,1
893,233.415,160.38,/workspace/namu2/data/segmentation_data/6/6-1-2/15362.jpg,house,121.9650345,4554,199998.4844,0.148500882,1,1,1
894,492.57,259.454,/workspace/namu2/data/segmentation_data/6/6-1-2/15402.jpg,person,384.1433725,3120,66809.22656,0.047400016,1,1,1
895,318.63,268.259,/workspace/namu2/data/segmentation_data/6/6-1-2/15402.jpg,tree,357.6775517,15488,83393.24219,0.047400016,1,1,1
896,145.08,250.3555,/workspace/namu2/data/segmentation_data/6/6-1-2/15402.jpg,house,202.4260518,6216,198336.4844,0.047400016,1,1,1
897,101.1465,102.34,/workspace/namu2/data/segmentation_data/6/6-1-2/15463.jpg,person,153.8247137,18354,51575.22656,0.097646733,2,1,1
898,54.249,100.964,/workspace/namu2/data/segmentation_data/6/6-1-2/15463.jpg,person,164.2268668,13348,56581.22656,0.097646733,2,1,1
899,132.0735,73.616,/workspace/namu2/data/segmentation_data/6/6-1-2/15463.jpg,tree,531.9462756,5536,93345.24219,0.097646733,2,1,1
900,194.4345,99.588,/workspace/namu2/data/segmentation_data/6/6-1-2/15463.jpg,house,187.0609982,23184,181368.4844,0.097646733,2,1,1
901,458.285,171.4065,/workspace/namu2/data/segmentation_data/6/6-1-2/15508.jpg,person,359.9230502,33078,36851.22656,0.136835576,1,1,1
902,302.3775,149.4505,/workspace/namu2/data/segmentation_data/6/6-1-2/15508.jpg,tree,355.4644416,25740,73141.24219,0.136835576,1,1,1
903,120.8,135.9775,/workspace/namu2/data/segmentation_data/6/6-1-2/15508.jpg,house,235.6993672,44368,160184.4844,0.136835576,1,1,1
904,311.176,142.128,/workspace/namu2/data/segmentation_data/6/6-1-2/15575.jpg,person,232.5207533,1680,68249.22656,0.000303951,1,1,1
905,478.404,232.086,/workspace/namu2/data/segmentation_data/6/6-1-2/15575.jpg,tree,195.3767578,11004,87877.24219,0.000303951,1,1,1
906,92.344,160.458,/workspace/namu2/data/segmentation_data/6/6-1-2/15575.jpg,house,256.7687044,82586,121966.4844,0.000303951,1,1,1
907,47.916,160.797,/workspace/namu2/data/segmentation_data/6/6-1-2/15825.jpg,person,112.8070787,8064,61865.22656,0.093445151,1,1,1
908,430.518,126.711,/workspace/namu2/data/segmentation_data/6/6-1-2/15825.jpg,tree,229.0024334,110985,12103.75781,0.093445151,1,1,1
909,222.882,134.862,/workspace/namu2/data/segmentation_data/6/6-1-2/15825.jpg,house,143.5437683,93210,111342.4844,0.093445151,1,1,1
910,422.79,331.54,/workspace/namu2/data/segmentation_data/6/6-1-2/15956.jpg,person,323.2987471,7406,62523.22656,0.112860619,1,2,1
911,81.6,243.5175,/workspace/namu2/data/segmentation_data/6/6-1-2/15956.jpg,house,264.1348438,12480,192072.4844,0.112860619,1,2,1
912,239.7,339.4175,/workspace/namu2/data/segmentation_data/6/6-1-2/15956.jpg,tree,457.0879976,1210,97671.24219,0.112860619,1,2,1
913,973.59,342.1575,/workspace/namu2/data/segmentation_data/6/6-1-2/15956.jpg,tree,367.2333134,38658,60223.24219,0.112860619,1,2,1
914,499.9875,394.3225,/workspace/namu2/data/segmentation_data/6/6-1-2/15960.jpg,person,415.2627294,40386,29543.22656,0.015417915,1,1,1
915,479.0925,335.6925,/workspace/namu2/data/segmentation_data/6/6-1-2/15960.jpg,house,183.1875626,23229,181323.4844,0.015417915,1,1,1
916,133.8275,383.955,/workspace/namu2/data/segmentation_data/6/6-1-2/15960.jpg,tree,571.9323798,2364,96517.24219,0.015417915,1,1,1
917,302.58,184.011,/workspace/namu2/data/segmentation_data/6/6-1-2/15961.jpg,person,207.052361,64960,4969.226563,0.105737235,1,1,1
918,160.146,179.031,/workspace/namu2/data/segmentation_data/6/6-1-2/15961.jpg,house,186.6718697,268,204284.4844,0.105737235,1,1,1
919,57.933,172.308,/workspace/namu2/data/segmentation_data/6/6-1-2/15961.jpg,tree,600.1283857,1378,97503.24219,0.105737235,1,1,1
920,381.261,442.232,/workspace/namu2/data/segmentation_data/6/6-1-2/15975.jpg,person,330.3264539,27176,42753.22656,0.025786164,2,1,1
921,583.665,440.006,/workspace/namu2/data/segmentation_data/6/6-1-2/15975.jpg,person,509.6057085,47158,22771.22656,0.025786164,2,1,1
922,859.215,309.785,/workspace/namu2/data/segmentation_data/6/6-1-2/15975.jpg,tree,254.1986954,235744,136862.7578,0.025786164,2,1,1
923,137.775,313.866,/workspace/namu2/data/segmentation_data/6/6-1-2/15975.jpg,house,229.83535,146850,57702.48438,0.025786164,2,1,1
924,339.9825,154.496,/workspace/namu2/data/segmentation_data/6/6-1-2/15976.jpg,person,252.8087283,6048,63881.22656,0.061852241,2,1,1
925,272.0575,174.352,/workspace/namu2/data/segmentation_data/6/6-1-2/15976.jpg,person,182.8523467,24265,45664.22656,0.061852241,2,1,1
926,174.46,129.2,/workspace/namu2/data/segmentation_data/6/6-1-2/15976.jpg,tree,484.015506,9950,88931.24219,0.061852241,2,1,1
927,87.5875,151.232,/workspace/namu2/data/segmentation_data/6/6-1-2/15976.jpg,house,263.4081464,24287,180265.4844,0.061852241,2,1,1
928,372.06,263.378,/workspace/namu2/data/segmentation_data/6/6-1-2/15983.jpg,person,263.7212291,77700,7770.773438,0.039417509,2,1,1
929,561.99,253.46,/workspace/namu2/data/segmentation_data/6/6-1-2/15983.jpg,person,453.5548337,101354,31424.77344,0.039417509,2,1,1
930,293.67,228.665,/workspace/namu2/data/segmentation_data/6/6-1-2/15983.jpg,tree,371.5685895,1302,97579.24219,0.039417509,2,1,1
931,69.42,233.3485,/workspace/namu2/data/segmentation_data/6/6-1-2/15983.jpg,house,275.2618708,6956,197596.4844,0.039417509,2,1,1
932,269.885,200.8925,/workspace/namu2/data/segmentation_data/6/6-1-2/15992.jpg,person,170.5862788,3193,66736.22656,0.06306186,1,1,1
933,429.275,147.125,/workspace/namu2/data/segmentation_data/6/6-1-2/15992.jpg,tree,228.6537532,91405,7476.242188,0.06306186,1,1,1
934,112.805,119.0375,/workspace/namu2/data/segmentation_data/6/6-1-2/15992.jpg,house,249.1014108,72158,132394.4844,0.06306186,1,1,1
935,94.25,179.559,/workspace/namu2/data/segmentation_data/6/6-1-2/15997.jpg,person,77.73906428,2376,67553.22656,0.034553466,1,1,1
936,245.804,165.228,/workspace/namu2/data/segmentation_data/6/6-1-2/15997.jpg,house,108.6928813,4623,199929.4844,0.034553466,1,1,1
937,459.563,225.924,/workspace/namu2/data/segmentation_data/6/6-1-2/15997.jpg,tree,210.6454092,30342,68539.24219,0.034553466,1,1,1
938,422.7405,185.64,/workspace/namu2/data/segmentation_data/6/6-1-2/16011.jpg,person,322.0756889,25234,44695.22656,0.0767507,1,1,1
939,208.962,190.23,/workspace/namu2/data/segmentation_data/6/6-1-2/16011.jpg,house,136.6643328,1218,203334.4844,0.0767507,1,1,1
940,93.7365,167.535,/workspace/namu2/data/segmentation_data/6/6-1-2/16011.jpg,tree,564.2125487,21948,76933.24219,0.0767507,1,1,1
941,345.2505,208.67,/workspace/namu2/data/segmentation_data/6/6-1-2/16024.jpg,person,241.4901447,2222,67707.22656,0.013108417,1,1,1
942,491.709,162.871,/workspace/namu2/data/segmentation_data/6/6-1-2/16024.jpg,tree,166.2948103,148613,49731.75781,0.013108417,1,1,1
943,225.147,151.218,/workspace/namu2/data/segmentation_data/6/6-1-2/16024.jpg,house,133.4248473,80070,124482.4844,0.013108417,1,1,1
944,83.6295,56.966,/workspace/namu2/data/segmentation_data/6/6-1-2/16033.jpg,person,200.566353,3042,66887.22656,0.026365434,1,1,1
945,29.1935,69.6425,/workspace/namu2/data/segmentation_data/6/6-1-2/16033.jpg,house,345.4212408,3283,201269.4844,0.026365434,1,1,1
946,167.0395,61.974,/workspace/namu2/data/segmentation_data/6/6-1-2/16033.jpg,tree,499.4474123,30135,68746.24219,0.026365434,1,1,1
947,457.728,141.4515,/workspace/namu2/data/segmentation_data/6/6-1-2/16049.jpg,person,367.5867013,18800,51129.22656,0.038174165,2,2,1
948,170.88,181.905,/workspace/namu2/data/segmentation_data/6/6-1-2/16049.jpg,person,96.88807737,2860,67069.22656,0.038174165,2,2,1
949,61.44,145.524,/workspace/namu2/data/segmentation_data/6/6-1-2/16049.jpg,tree,596.433769,36515,62366.24219,0.038174165,2,2,1
950,281.856,127.605,/workspace/namu2/data/segmentation_data/6/6-1-2/16049.jpg,house,104.8206599,3968,200584.4844,0.038174165,2,2,1
951,506.88,117.5595,/workspace/namu2/data/segmentation_data/6/6-1-2/16049.jpg,tree,155.4267522,168075,69193.75781,0.038174165,2,2,1
952,481.3125,149.124,/workspace/namu2/data/segmentation_data/6/6-1-2/16074.jpg,person,387.8826129,88128,18198.77344,0.086987818,1,2,1
953,141.185,116.358,/workspace/namu2/data/segmentation_data/6/6-1-2/16074.jpg,house,224.1609824,82328,122224.4844,0.086987818,1,2,1
954,313.325,125.13,/workspace/namu2/data/segmentation_data/6/6-1-2/16074.jpg,tree,345.7452487,4609,94272.24219,0.086987818,1,2,1
955,547.7525,117.132,/workspace/namu2/data/segmentation_data/6/6-1-2/16074.jpg,tree,116.2874318,151606,52724.75781,0.086987818,1,2,1
956,270.838,190.938,/workspace/namu2/data/segmentation_data/6/6-1-2/16264.jpg,person,174.9410093,10080,59849.22656,0.076281007,1,1,1
957,498.128,150.699,/workspace/namu2/data/segmentation_data/6/6-1-2/16264.jpg,tree,159.7253334,136512,37630.75781,0.076281007,1,1,1
958,100.084,170.687,/workspace/namu2/data/segmentation_data/6/6-1-2/16264.jpg,house,247.2737894,52360,152192.4844,0.076281007,1,1,1
959,432.571,303.905,/workspace/namu2/data/segmentation_data/6/6-1-2/16279.jpg,person,327.6509609,2296,67633.22656,0.100501253,2,1,1
960,650.575,312.55,/workspace/namu2/data/segmentation_data/6/6-1-2/16279.jpg,person,545.0750323,42112,27817.22656,0.100501253,2,1,1
961,683.472,221.1125,/workspace/namu2/data/segmentation_data/6/6-1-2/16279.jpg,tree,71.1971198,107730,8848.757813,0.100501253,2,1,1
962,146.809,295.5925,/workspace/namu2/data/segmentation_data/6/6-1-2/16279.jpg,house,214.003965,56420,148132.4844,0.100501253,2,1,1
963,216.5045,164.2585,/workspace/namu2/data/segmentation_data/6/6-1-2/16406.jpg,person,141.7477191,448,69481.22656,0.154996647,1,1,1
964,106.1595,127.9775,/workspace/namu2/data/segmentation_data/6/6-1-2/16406.jpg,tree,552.2906602,128619,29737.75781,0.154996647,1,1,1
965,417.789,116.795,/workspace/namu2/data/segmentation_data/6/6-1-2/16406.jpg,house,120.6311717,7005,197547.4844,0.154996647,1,1,1
966,355.408,139.611,/workspace/namu2/data/segmentation_data/6/6-1-2/16526.jpg,person,273.0138006,3920,66009.22656,0.118992568,1,1,1
967,148.992,146.877,/workspace/namu2/data/segmentation_data/6/6-1-2/16526.jpg,tree,508.8713154,1218,97663.24219,0.118992568,1,1,1
968,440.38,79.1475,/workspace/namu2/data/segmentation_data/6/6-1-2/16526.jpg,house,164.3081331,52360,152192.4844,0.118992568,1,1,1
969,303.755,269.959,/workspace/namu2/data/segmentation_data/6/6-1-2/16782.jpg,person,195.8115566,89147,19217.77344,0.045251298,1,1,1
970,382.962,220.187,/workspace/namu2/data/segmentation_data/6/6-1-2/16782.jpg,tree,282.5344503,1785,97096.24219,0.045251298,1,1,1
971,108.429,221.81,/workspace/namu2/data/segmentation_data/6/6-1-2/16782.jpg,house,235.6323606,1989,202563.4844,0.045251298,1,1,1
972,192.024,148.896,/workspace/namu2/data/segmentation_data/6/6-1-2/16815.jpg,person,135.8505797,615,69314.22656,0.086091922,1,1,1
973,71.442,126.9235,/workspace/namu2/data/segmentation_data/6/6-1-2/16815.jpg,tree,587.0188265,34965,63916.24219,0.086091922,1,1,1
974,374.598,140.8825,/workspace/namu2/data/segmentation_data/6/6-1-2/16815.jpg,house,77.58447214,28714,175838.4844,0.086091922,1,1,1
975,462.162,156.169,/workspace/namu2/data/segmentation_data/6/6-1-2/16878.jpg,person,367.5353404,10842,59087.22656,0.041719486,1,1,1
976,286.212,150.309,/workspace/namu2/data/segmentation_data/6/6-1-2/16878.jpg,tree,371.6171093,5490,93391.24219,0.041719486,1,1,1
977,135.677,144.156,/workspace/namu2/data/segmentation_data/6/6-1-2/16878.jpg,house,218.9976495,6063,198489.4844,0.041719486,1,1,1
978,511.5,195.228,/workspace/namu2/data/segmentation_data/6/6-1-2/16879.jpg,house,168.4868209,91665,112887.4844,0.005271199,1,1,1
979,243.35,176.9955,/workspace/namu2/data/segmentation_data/6/6-1-2/16879.jpg,tree,415.0521888,21560,77321.24219,0.005271199,1,1,1
980,93.3875,179.52,/workspace/namu2/data/segmentation_data/6/6-1-2/16879.jpg,person,77.93940521,980,68949.22656,0.005271199,1,1,1
981,379.117,203.112,/workspace/namu2/data/segmentation_data/6/6-1-2/16918.jpg,person,275.7917376,3906,66023.22656,0.032234432,1,1,1
982,62.289,186.732,/workspace/namu2/data/segmentation_data/6/6-1-2/16918.jpg,tree,596.3747884,8208,90673.24219,0.032234432,1,1,1
983,238.0055,190.827,/workspace/namu2/data/segmentation_data/6/6-1-2/16918.jpg,house,107.976616,1920,202632.4844,0.032234432,1,1,1
984,575.892,326.4,/workspace/namu2/data/segmentation_data/6/6-1-2/17059.jpg,person,472.7225702,5292,64637.22656,0.007633053,1,1,1
985,405.571,217.26,/workspace/namu2/data/segmentation_data/6/6-1-2/17059.jpg,house,61.92277851,33000,171552.4844,0.007633053,1,1,1
986,146.3255,229.84,/workspace/namu2/data/segmentation_data/6/6-1-2/17059.jpg,tree,516.9669567,146828,47946.75781,0.007633053,1,1,1
987,240.4305,105.315,/workspace/namu2/data/segmentation_data/6/6-1-2/17311.jpg,person,200.3106124,55104,14825.22656,0.118159806,1,1,1
988,188.0595,71.685,/workspace/namu2/data/segmentation_data/6/6-1-2/17311.jpg,tree,477.0232322,43092,55789.24219,0.118159806,1,1,1
989,76.176,55.932,/workspace/namu2/data/segmentation_data/6/6-1-2/17311.jpg,house,309.9196533,16512,188040.4844,0.118159806,1,1,1
990,241.918,371.5425,/workspace/namu2/data/segmentation_data/6/6-1-2/17987.jpg,person,176.5440192,18705,51224.22656,0.320408163,1,1,1
991,766.905,336.63,/workspace/namu2/data/segmentation_data/6/6-1-2/17987.jpg,house,440.985665,2925,201627.4844,0.320408163,1,1,1
992,1265.705,348.0225,/workspace/namu2/data/segmentation_data/6/6-1-2/17987.jpg,tree,637.9003673,214901,116019.7578,0.320408163,1,1,1
993,356.932,194.9875,/workspace/namu2/data/segmentation_data/6/6-1-2/18403.jpg,person,255.8684534,74800,4870.773438,0.14802005,2,1,1
994,116.564,184.3,/workspace/namu2/data/segmentation_data/6/6-1-2/18403.jpg,person,72.15018325,1040,68889.22656,0.14802005,2,1,1
995,271.862,167.675,/workspace/namu2/data/segmentation_data/6/6-1-2/18403.jpg,house,84.61249478,2054,202498.4844,0.14802005,2,1,1
996,464.084,187.8625,/workspace/namu2/data/segmentation_data/6/6-1-2/18403.jpg,tree,196.5365357,82268,16613.24219,0.14802005,2,1,1
997,1488.963,359.825,/workspace/namu2/data/segmentation_data/6/6-1-2/18404.jpg,person,1384.420083,86337,16407.77344,0.483706696,1,2,1
998,1899.911,386.666,/workspace/namu2/data/segmentation_data/6/6-1-2/18404.jpg,tree,1263.581624,368900,270018.7578,0.483706696,1,2,1
999,216.3265,298.752,/workspace/namu2/data/segmentation_data/6/6-1-2/18404.jpg,tree,464.3829708,86742,12139.24219,0.483706696,1,2,1
1000,706.8595,296.418,/workspace/namu2/data/segmentation_data/6/6-1-2/18404.jpg,house,372.6573479,109011,95541.48438,0.483706696,1,2,1
1001,81.868,130.863,/workspace/namu2/data/segmentation_data/6/6-1-2/18518.jpg,person,127.9193374,87143,17213.77344,0.05290713,1,1,1
1002,294.492,98.283,/workspace/namu2/data/segmentation_data/6/6-1-2/18518.jpg,house,124.0808055,4305,200247.4844,0.05290713,1,1,1
1003,472.584,130.0485,/workspace/namu2/data/segmentation_data/6/6-1-2/18518.jpg,tree,186.8528805,49140,49741.24219,0.05290713,1,1,1
1004,423.0835,114.103,/workspace/namu2/data/segmentation_data/6/6-1-2/18587.jpg,person,345.1543179,23488,46441.22656,0.131714662,1,1,1
1005,242.634,95.634,/workspace/namu2/data/segmentation_data/6/6-1-2/18587.jpg,house,154.323937,16200,188352.4844,0.131714662,1,1,1
1006,81.2595,130.042,/workspace/namu2/data/segmentation_data/6/6-1-2/18587.jpg,tree,577.0708325,36456,62425.24219,0.131714662,1,1,1
1007,408.3315,219.912,/workspace/namu2/data/segmentation_data/6/6-1-2/18620.jpg,person,302.0518349,51094,18835.22656,0.018235931,1,1,1
1008,319.065,147.048,/workspace/namu2/data/segmentation_data/6/6-1-2/18620.jpg,tree,338.8246228,23030,75851.24219,0.018235931,1,1,1
1009,145.551,139.392,/workspace/namu2/data/segmentation_data/6/6-1-2/18620.jpg,house,211.2261273,208032,3479.515625,0.018235931,1,1,1
1010,353.177,163.908,/workspace/namu2/data/segmentation_data/6/6-1-2/18905.jpg,person,261.4851748,4068,65861.22656,0.029329694,1,1,1
1011,214.488,133.0575,/workspace/namu2/data/segmentation_data/6/6-1-2/18905.jpg,house,151.619134,597,203955.4844,0.029329694,1,1,1
1012,67.193,144.3615,/workspace/namu2/data/segmentation_data/6/6-1-2/18905.jpg,tree,590.7006668,17264,81617.24219,0.029329694,1,1,1
1013,460.736,214.5,/workspace/namu2/data/segmentation_data/6/6-1-2/18961.jpg,person,354.7287023,52503,17426.22656,0.039194139,1,1,1
